tiempo,entrada
157.1,-0.3159
157.2,-0.3159
157.3,-0.3159
157.4,-0.3159
157.5,-0.3159
157.6,-0.3159
157.7,-0.3159
157.8,-0.3159
157.9,-0.3159
158,-0.3159
158.1,-0.3159
158.2,-0.3159
158.3,-0.3159
158.4,-0.3159
158.5,-0.3159
158.6,-0.3159
158.7,-0.3159
158.8,-0.3159
158.9,-0.3159
159,-0.3159
159.1,-0.3159
159.2,-0.3159
159.3,-0.3159
159.4,-0.3159
159.5,-0.3159
159.6,-0.3159
159.7,-0.3159
159.8,-0.3159
159.9,-0.3159
160,-0.3159
160.1,-0.3159
160.2,-0.3159
160.3,-0.3159
160.4,-0.3159
160.5,-0.3159
160.6,-0.3159
160.7,-0.3159
160.8,-0.3159
160.9,-0.3159
161,-0.3159
161.1,-0.3159
161.2,-0.3159
161.3,-0.3159
161.4,-0.3159
161.5,-0.3159
161.6,-0.3159
161.7,-0.3159
161.8,-0.3159
161.9,-0.3159
162,-0.3159
162.1,-0.3159
162.2,-0.3159
162.3,-0.3159
162.4,-0.3159
162.5,-0.3159
162.6,-0.3159
162.7,-0.3159
162.8,-0.3159
162.9,-0.3159
163,-0.3159
163.1,-0.3159
163.2,-0.3159
163.3,-0.3159
163.4,-0.3159
163.5,-0.3159
163.6,-0.3159
163.7,-0.3159
163.8,-0.3159
163.9,-0.3159
164,-0.3159
164.1,-0.3159
164.2,-0.3159
164.3,-0.3159
164.4,-0.3159
164.5,-0.3159
164.6,-0.3159
164.7,-0.3159
164.8,-0.3159
164.9,-0.3159
165,-1.8899
165.1,-1.8899
165.2,-1.8899
165.3,-1.8899
165.4,-1.8899
165.5,-1.8899
165.6,-1.8899
165.7,-1.8899
165.8,-1.8899
165.9,-1.8899
166,-1.8899
166.1,-1.8899
166.2,-1.8899
166.3,-1.8899
166.4,-1.8899
166.5,-1.8899
166.6,-1.8899
166.7,-1.8899
166.8,-1.8899
166.9,-1.8899
167,-1.8899
167.1,-1.8899
167.2,-1.8899
167.3,-1.8899
167.4,-1.8899
167.5,-1.8899
167.6,-1.8899
167.7,-1.8899
167.8,-1.8899
167.9,-1.8899
168,-1.8899
168.1,-1.8899
168.2,-1.8899
168.3,-1.8899
168.4,-1.8899
168.5,-1.8899
168.6,-1.8899
168.7,-1.8899
168.8,-1.8899
168.9,-1.8899
169,-1.8899
169.1,-1.8899
169.2,-1.8899
169.3,-1.8899
169.4,-1.8899
169.5,-1.8899
169.6,-1.8899
169.7,-1.8899
169.8,-1.8899
169.9,-1.8899
170,-1.8899
170.1,-1.8899
170.2,-1.8899
170.3,-1.8899
170.4,-1.8899
170.5,-1.8899
170.6,-1.8899
170.7,-1.8899
170.8,-1.8899
170.9,-1.8899
171,-1.8899
171.1,-1.8899
171.2,-1.8899
171.3,-1.8899
171.4,-1.8899
171.5,-1.8899
171.6,-1.8899
171.7,-1.8899
171.8,-1.8899
171.9,-1.8899
172,-1.8899
172.1,-1.8899
172.2,-1.8899
172.3,-1.8899
172.4,-1.8899
172.5,-1.8899
172.6,-1.8899
172.7,-1.8899
172.8,-1.8899
172.9,-1.8899
173,-1.8899
173.1,-1.8899
173.2,-1.8899
173.3,-1.8899
173.4,-1.8899
173.5,-1.8899
173.6,-1.8899
173.7,-1.8899
173.8,-1.8899
173.9,-1.8899
174,-1.8899
174.1,-1.8899
174.2,-1.8899
174.3,-1.8899
174.4,-1.8899
174.5,-1.8899
174.6,-1.8899
174.7,-1.8899
174.8,-1.8899
174.9,-1.8899
175,-1.8899
175.1,-1.8899
175.2,-1.8899
175.3,-1.8899
175.4,-1.8899
175.5,-1.8899
175.6,-1.8899
175.7,-1.8899
175.8,-1.8899
175.9,-1.8899
176,-1.8899
176.1,-1.8899
176.2,-1.8899
176.3,-1.8899
176.4,-1.8899
176.5,-1.8899
176.6,-1.8899
176.7,-1.8899
176.8,-1.8899
176.9,-1.8899
177,-1.8899
177.1,-1.8899
177.2,-1.8899
177.3,-1.8899
177.4,-1.8899
177.5,-1.8899
177.6,-1.8899
177.7,-1.8899
177.8,-1.8899
177.9,-1.8899
178,-1.8899
178.1,-1.8899
178.2,-1.8899
178.3,-1.8899
178.4,-1.8899
178.5,-1.8899
178.6,-1.8899
178.7,-1.8899
178.8,-1.8899
178.9,-1.8899
179,-1.8899
179.1,-1.8899
179.2,-1.8899
179.3,-1.8899
179.4,-1.8899
179.5,-1.8899
179.6,-1.8899
179.7,-1.8899
179.8,-1.8899
179.9,-1.8899
180,1.8314
180.1,1.8314
180.2,1.8314
180.3,1.8314
180.4,1.8314
180.5,1.8314
180.6,1.8314
180.7,1.8314
180.8,1.8314
180.9,1.8314
181,1.8314
181.1,1.8314
181.2,1.8314
181.3,1.8314
181.4,1.8314
181.5,1.8314
181.6,1.8314
181.7,1.8314
181.8,1.8314
181.9,1.8314
182,1.8314
182.1,1.8314
182.2,1.8314
182.3,1.8314
182.4,1.8314
182.5,1.8314
182.6,1.8314
182.7,1.8314
182.8,1.8314
182.9,1.8314
183,1.8314
183.1,1.8314
183.2,1.8314
183.3,1.8314
183.4,1.8314
183.5,1.8314
183.6,1.8314
183.7,1.8314
183.8,1.8314
183.9,1.8314
184,1.8314
184.1,1.8314
184.2,1.8314
184.3,1.8314
184.4,1.8314
184.5,1.8314
184.6,1.8314
184.7,1.8314
184.8,1.8314
184.9,1.8314
185,1.8314
185.1,1.8314
185.2,1.8314
185.3,1.8314
185.4,1.8314
185.5,1.8314
185.6,1.8314
185.7,1.8314
185.8,1.8314
185.9,1.8314
186,1.8314
186.1,1.8314
186.2,1.8314
186.3,1.8314
186.4,1.8314
186.5,1.8314
186.6,1.8314
186.7,1.8314
186.8,1.8314
186.9,1.8314
187,1.8314
187.1,1.8314
187.2,1.8314
187.3,1.8314
187.4,1.8314
187.5,1.8314
187.6,1.8314
187.7,1.8314
187.8,1.8314
187.9,1.8314
188,1.8314
188.1,1.8314
188.2,1.8314
188.3,1.8314
188.4,1.8314
188.5,1.8314
188.6,1.8314
188.7,1.8314
188.8,1.8314
188.9,1.8314
189,1.8314
189.1,1.8314
189.2,1.8314
189.3,1.8314
189.4,1.8314
189.5,1.8314
189.6,1.8314
189.7,1.8314
189.8,1.8314
189.9,1.8314
190,1.8314
190.1,1.8314
190.2,1.8314
190.3,1.8314
190.4,1.8314
190.5,1.8314
190.6,1.8314
190.7,1.8314
190.8,1.8314
190.9,1.8314
191,1.8314
191.1,1.8314
191.2,1.8314
191.3,1.8314
191.4,1.8314
191.5,1.8314
191.6,1.8314
191.7,1.8314
191.8,1.8314
191.9,1.8314
192,1.8314
192.1,1.8314
192.2,1.8314
192.3,1.8314
192.4,1.8314
192.5,1.8314
192.6,1.8314
192.7,1.8314
192.8,1.8314
192.9,1.8314
193,1.8314
193.1,1.8314
193.2,1.8314
193.3,1.8314
193.4,1.8314
193.5,1.8314
193.6,1.8314
193.7,1.8314
193.8,1.8314
193.9,1.8314
194,1.8314
194.1,1.8314
194.2,1.8314
194.3,1.8314
194.4,1.8314
194.5,1.8314
194.6,1.8314
194.7,1.8314
194.8,1.8314
194.9,1.8314
195,-1.749
195.1,-1.749
195.2,-1.749
195.3,-1.749
195.4,-1.749
195.5,-1.749
195.6,-1.749
195.7,-1.749
195.8,-1.749
195.9,-1.749
196,-1.749
196.1,-1.749
196.2,-1.749
196.3,-1.749
196.4,-1.749
196.5,-1.749
196.6,-1.749
196.7,-1.749
196.8,-1.749
196.9,-1.749
197,-1.749
197.1,-1.749
197.2,-1.749
197.3,-1.749
197.4,-1.749
197.5,-1.749
197.6,-1.749
197.7,-1.749
197.8,-1.749
197.9,-1.749
198,-1.749
198.1,-1.749
198.2,-1.749
198.3,-1.749
198.4,-1.749
198.5,-1.749
198.6,-1.749
198.7,-1.749
198.8,-1.749
198.9,-1.749
199,-1.749
199.1,-1.749
199.2,-1.749
199.3,-1.749
199.4,-1.749
199.5,-1.749
199.6,-1.749
199.7,-1.749
199.8,-1.749
199.9,-1.749
200,-1.749
200.1,-1.749
200.2,-1.749
200.3,-1.749
200.4,-1.749
200.5,-1.749
200.6,-1.749
200.7,-1.749
200.8,-1.749
200.9,-1.749
201,-1.749
201.1,-1.749
201.2,-1.749
201.3,-1.749
201.4,-1.749
201.5,-1.749
201.6,-1.749
201.7,-1.749
201.8,-1.749
201.9,-1.749
202,-1.749
202.1,-1.749
202.2,-1.749
202.3,-1.749
202.4,-1.749
202.5,-1.749
202.6,-1.749
202.7,-1.749
202.8,-1.749
202.9,-1.749
203,-1.749
203.1,-1.749
203.2,-1.749
203.3,-1.749
203.4,-1.749
203.5,-1.749
203.6,-1.749
203.7,-1.749
203.8,-1.749
203.9,-1.749
204,-1.749
204.1,-1.749
204.2,-1.749
204.3,-1.749
204.4,-1.749
204.5,-1.749
204.6,-1.749
204.7,-1.749
204.8,-1.749
204.9,-1.749
205,-1.749
205.1,-1.749
205.2,-1.749
205.3,-1.749
205.4,-1.749
205.5,-1.749
205.6,-1.749
205.7,-1.749
205.8,-1.749
205.9,-1.749
206,-1.749
206.1,-1.749
206.2,-1.749
206.3,-1.749
206.4,-1.749
206.5,-1.749
206.6,-1.749
206.7,-1.749
206.8,-1.749
206.9,-1.749
207,-1.749
207.1,-1.749
207.2,-1.749
207.3,-1.749
207.4,-1.749
207.5,-1.749
207.6,-1.749
207.7,-1.749
207.8,-1.749
207.9,-1.749
208,-1.749
208.1,-1.749
208.2,-1.749
208.3,-1.749
208.4,-1.749
208.5,-1.749
208.6,-1.749
208.7,-1.749
208.8,-1.749
208.9,-1.749
209,-1.749
209.1,-1.749
209.2,-1.749
209.3,-1.749
209.4,-1.749
209.5,-1.749
209.6,-1.749
209.7,-1.749
209.8,-1.749
209.9,-1.749
210,-2
210.1,-2
210.2,-2
210.3,-2
210.4,-2
210.5,-2
210.6,-2
210.7,-2
210.8,-2
210.9,-2
211,-2
211.1,-2
211.2,-2
211.3,-2
211.4,-2
211.5,-2
211.6,-2
211.7,-2
211.8,-2
211.9,-2
212,-2
212.1,-2
212.2,-2
212.3,-2
212.4,-2
212.5,-2
212.6,-2
212.7,-2
212.8,-2
212.9,-2
213,-2
213.1,-2
213.2,-2
213.3,-2
213.4,-2
213.5,-2
213.6,-2
213.7,-2
213.8,-2
213.9,-2
214,-2
214.1,-2
214.2,-2
214.3,-2
214.4,-2
214.5,-2
214.6,-2
214.7,-2
214.8,-2
214.9,-2
215,-2
215.1,-2
215.2,-2
215.3,-2
215.4,-2
215.5,-2
215.6,-2
215.7,-2
215.8,-2
215.9,-2
216,-2
216.1,-2
216.2,-2
216.3,-2
216.4,-2
216.5,-2
216.6,-2
216.7,-2
216.8,-2
216.9,-2
217,-2
217.1,-2
217.2,-2
217.3,-2
217.4,-2
217.5,-2
217.6,-2
217.7,-2
217.8,-2
217.9,-2
218,-2
218.1,-2
218.2,-2
218.3,-2
218.4,-2
218.5,-2
218.6,-2
218.7,-2
218.8,-2
218.9,-2
219,-2
219.1,-2
219.2,-2
219.3,-2
219.4,-2
219.5,-2
219.6,-2
219.7,-2
219.8,-2
219.9,-2
220,-2
220.1,-2
220.2,-2
220.3,-2
220.4,-2
220.5,-2
220.6,-2
220.7,-2
220.8,-2
220.9,-2
221,-2
221.1,-2
221.2,-2
221.3,-2
221.4,-2
221.5,-2
221.6,-2
221.7,-2
221.8,-2
221.9,-2
222,-2
222.1,-2
222.2,-2
222.3,-2
222.4,-2
222.5,-2
222.6,-2
222.7,-2
222.8,-2
222.9,-2
223,-2
223.1,-2
223.2,-2
223.3,-2
223.4,-2
223.5,-2
223.6,-2
223.7,-2
223.8,-2
223.9,-2
224,-2
224.1,-2
224.2,-2
224.3,-2
224.4,-2
224.5,-2
224.6,-2
224.7,-2
224.8,-2
224.9,-2
225,1.0565
225.1,1.0565
225.2,1.0565
225.3,1.0565
225.4,1.0565
225.5,1.0565
225.6,1.0565
225.7,1.0565
225.8,1.0565
225.9,1.0565
226,1.0565
226.1,1.0565
226.2,1.0565
226.3,1.0565
226.4,1.0565
226.5,1.0565
226.6,1.0565
226.7,1.0565
226.8,1.0565
226.9,1.0565
227,1.0565
227.1,1.0565
227.2,1.0565
227.3,1.0565
227.4,1.0565
227.5,1.0565
227.6,1.0565
227.7,1.0565
227.8,1.0565
227.9,1.0565
228,1.0565
228.1,1.0565
228.2,1.0565
228.3,1.0565
228.4,1.0565
228.5,1.0565
228.6,1.0565
228.7,1.0565
228.8,1.0565
228.9,1.0565
229,1.0565
229.1,1.0565
229.2,1.0565
229.3,1.0565
229.4,1.0565
229.5,1.0565
229.6,1.0565
229.7,1.0565
229.8,1.0565
229.9,1.0565
230,1.0565
230.1,1.0565
230.2,1.0565
230.3,1.0565
230.4,1.0565
230.5,1.0565
230.6,1.0565
230.7,1.0565
230.8,1.0565
230.9,1.0565
231,1.0565
231.1,1.0565
231.2,1.0565
231.3,1.0565
231.4,1.0565
231.5,1.0565
231.6,1.0565
231.7,1.0565
231.8,1.0565
231.9,1.0565
232,1.0565
232.1,1.0565
232.2,1.0565
232.3,1.0565
232.4,1.0565
232.5,1.0565
232.6,1.0565
232.7,1.0565
232.8,1.0565
232.9,1.0565
233,1.0565
233.1,1.0565
233.2,1.0565
233.3,1.0565
233.4,1.0565
233.5,1.0565
233.6,1.0565
233.7,1.0565
233.8,1.0565
233.9,1.0565
234,1.0565
234.1,1.0565
234.2,1.0565
234.3,1.0565
234.4,1.0565
234.5,1.0565
234.6,1.0565
234.7,1.0565
234.8,1.0565
234.9,1.0565
235,1.0565
235.1,1.0565
235.2,1.0565
235.3,1.0565
235.4,1.0565
235.5,1.0565
235.6,1.0565
235.7,1.0565
235.8,1.0565
235.9,1.0565
236,1.0565
236.1,1.0565
236.2,1.0565
236.3,1.0565
236.4,1.0565
236.5,1.0565
236.6,1.0565
236.7,1.0565
236.8,1.0565
236.9,1.0565
237,1.0565
237.1,1.0565
237.2,1.0565
237.3,1.0565
237.4,1.0565
237.5,1.0565
237.6,1.0565
237.7,1.0565
237.8,1.0565
237.9,1.0565
238,1.0565
238.1,1.0565
238.2,1.0565
238.3,1.0565
238.4,1.0565
238.5,1.0565
238.6,1.0565
238.7,1.0565
238.8,1.0565
238.9,1.0565
239,1.0565
239.1,1.0565
239.2,1.0565
239.3,1.0565
239.4,1.0565
239.5,1.0565
239.6,1.0565
239.7,1.0565
239.8,1.0565
239.9,1.0565
240,1.4548
240.1,1.4548
240.2,1.4548
240.3,1.4548
240.4,1.4548
240.5,1.4548
240.6,1.4548
240.7,1.4548
240.8,1.4548
240.9,1.4548
241,1.4548
241.1,1.4548
241.2,1.4548
241.3,1.4548
241.4,1.4548
241.5,1.4548
241.6,1.4548
241.7,1.4548
241.8,1.4548
241.9,1.4548
242,1.4548
242.1,1.4548
242.2,1.4548
242.3,1.4548
242.4,1.4548
242.5,1.4548
242.6,1.4548
242.7,1.4548
242.8,1.4548
242.9,1.4548
243,1.4548
243.1,1.4548
243.2,1.4548
243.3,1.4548
243.4,1.4548
243.5,1.4548
243.6,1.4548
243.7,1.4548
243.8,1.4548
243.9,1.4548
244,1.4548
244.1,1.4548
244.2,1.4548
244.3,1.4548
244.4,1.4548
244.5,1.4548
244.6,1.4548
244.7,1.4548
244.8,1.4548
244.9,1.4548
245,1.4548
245.1,1.4548
245.2,1.4548
245.3,1.4548
245.4,1.4548
245.5,1.4548
245.6,1.4548
245.7,1.4548
245.8,1.4548
245.9,1.4548
246,1.4548
246.1,1.4548
246.2,1.4548
246.3,1.4548
246.4,1.4548
246.5,1.4548
246.6,1.4548
246.7,1.4548
246.8,1.4548
246.9,1.4548
247,1.4548
247.1,1.4548
247.2,1.4548
247.3,1.4548
247.4,1.4548
247.5,1.4548
247.6,1.4548
247.7,1.4548
247.8,1.4548
247.9,1.4548
248,1.4548
248.1,1.4548
248.2,1.4548
248.3,1.4548
248.4,1.4548
248.5,1.4548
248.6,1.4548
248.7,1.4548
248.8,1.4548
248.9,1.4548
249,1.4548
249.1,1.4548
249.2,1.4548
249.3,1.4548
249.4,1.4548
249.5,1.4548
249.6,1.4548
249.7,1.4548
249.8,1.4548
249.9,1.4548
250,1.4548
250.1,1.4548
250.2,1.4548
250.3,1.4548
250.4,1.4548
250.5,1.4548
250.6,1.4548
250.7,1.4548
250.8,1.4548
250.9,1.4548
251,1.4548
251.1,1.4548
251.2,1.4548
251.3,1.4548
251.4,1.4548
251.5,1.4548
251.6,1.4548
251.7,1.4548
251.8,1.4548
251.9,1.4548
252,1.4548
252.1,1.4548
252.2,1.4548
252.3,1.4548
252.4,1.4548
252.5,1.4548
252.6,1.4548
252.7,1.4548
252.8,1.4548
252.9,1.4548
253,1.4548
253.1,1.4548
253.2,1.4548
253.3,1.4548
253.4,1.4548
253.5,1.4548
253.6,1.4548
253.7,1.4548
253.8,1.4548
253.9,1.4548
254,1.4548
254.1,1.4548
254.2,1.4548
254.3,1.4548
254.4,1.4548
254.5,1.4548
254.6,1.4548
254.7,1.4548
254.8,1.4548
254.9,1.4548
255,1.7763
255.1,1.7763
255.2,1.7763
255.3,1.7763
255.4,1.7763
255.5,1.7763
255.6,1.7763
255.7,1.7763
255.8,1.7763
255.9,1.7763
256,1.7763
256.1,1.7763
256.2,1.7763
256.3,1.7763
256.4,1.7763
256.5,1.7763
256.6,1.7763
256.7,1.7763
256.8,1.7763
256.9,1.7763
257,1.7763
257.1,1.7763
257.2,1.7763
257.3,1.7763
257.4,1.7763
257.5,1.7763
257.6,1.7763
257.7,1.7763
257.8,1.7763
257.9,1.7763
258,1.7763
258.1,1.7763
258.2,1.7763
258.3,1.7763
258.4,1.7763
258.5,1.7763
258.6,1.7763
258.7,1.7763
258.8,1.7763
258.9,1.7763
259,1.7763
259.1,1.7763
259.2,1.7763
259.3,1.7763
259.4,1.7763
259.5,1.7763
259.6,1.7763
259.7,1.7763
259.8,1.7763
259.9,1.7763
260,1.7763
260.1,1.7763
260.2,1.7763
260.3,1.7763
260.4,1.7763
260.5,1.7763
260.6,1.7763
260.7,1.7763
260.8,1.7763
260.9,1.7763
261,1.7763
261.1,1.7763
261.2,1.7763
261.3,1.7763
261.4,1.7763
261.5,1.7763
261.6,1.7763
261.7,1.7763
261.8,1.7763
261.9,1.7763
262,1.7763
262.1,1.7763
262.2,1.7763
262.3,1.7763
262.4,1.7763
262.5,1.7763
262.6,1.7763
262.7,1.7763
262.8,1.7763
262.9,1.7763
263,1.7763
263.1,1.7763
263.2,1.7763
263.3,1.7763
263.4,1.7763
263.5,1.7763
263.6,1.7763
263.7,1.7763
263.8,1.7763
263.9,1.7763
264,1.7763
264.1,1.7763
264.2,1.7763
264.3,1.7763
264.4,1.7763
264.5,1.7763
264.6,1.7763
264.7,1.7763
264.8,1.7763
264.9,1.7763
265,1.7763
265.1,1.7763
265.2,1.7763
265.3,1.7763
265.4,1.7763
265.5,1.7763
265.6,1.7763
265.7,1.7763
265.8,1.7763
265.9,1.7763
266,1.7763
266.1,1.7763
266.2,1.7763
266.3,1.7763
266.4,1.7763
266.5,1.7763
266.6,1.7763
266.7,1.7763
266.8,1.7763
266.9,1.7763
267,1.7763
267.1,1.7763
267.2,1.7763
267.3,1.7763
267.4,1.7763
267.5,1.7763
267.6,1.7763
267.7,1.7763
267.8,1.7763
267.9,1.7763
268,1.7763
268.1,1.7763
268.2,1.7763
268.3,1.7763
268.4,1.7763
268.5,1.7763
268.6,1.7763
268.7,1.7763
268.8,1.7763
268.9,1.7763
269,1.7763
269.1,1.7763
269.2,1.7763
269.3,1.7763
269.4,1.7763
269.5,1.7763
269.6,1.7763
269.7,1.7763
269.8,1.7763
269.9,1.7763
270,0.3159
270.1,0.3159
270.2,0.3159
270.3,0.3159
270.4,0.3159
270.5,0.3159
270.6,0.3159
270.7,0.3159
270.8,0.3159
270.9,0.3159
271,0.3159
271.1,0.3159
271.2,0.3159
271.3,0.3159
271.4,0.3159
271.5,0.3159
271.6,0.3159
271.7,0.3159
271.8,0.3159
271.9,0.3159
272,0.3159
272.1,0.3159
272.2,0.3159
272.3,0.3159
272.4,0.3159
272.5,0.3159
272.6,0.3159
272.7,0.3159
272.8,0.3159
272.9,0.3159
273,0.3159
273.1,0.3159
273.2,0.3159
273.3,0.3159
273.4,0.3159
273.5,0.3159
273.6,0.3159
273.7,0.3159
273.8,0.3159
273.9,0.3159
274,0.3159
274.1,0.3159
274.2,0.3159
274.3,0.3159
274.4,0.3159
274.5,0.3159
274.6,0.3159
274.7,0.3159
274.8,0.3159
274.9,0.3159
275,0.3159
275.1,0.3159
275.2,0.3159
275.3,0.3159
275.4,0.3159
275.5,0.3159
275.6,0.3159
275.7,0.3159
275.8,0.3159
275.9,0.3159
276,0.3159
276.1,0.3159
276.2,0.3159
276.3,0.3159
276.4,0.3159
276.5,0.3159
276.6,0.3159
276.7,0.3159
276.8,0.3159
276.9,0.3159
277,0.3159
277.1,0.3159
277.2,0.3159
277.3,0.3159
277.4,0.3159
277.5,0.3159
277.6,0.3159
277.7,0.3159
277.8,0.3159
277.9,0.3159
278,0.3159
278.1,0.3159
278.2,0.3159
278.3,0.3159
278.4,0.3159
278.5,0.3159
278.6,0.3159
278.7,0.3159
278.8,0.3159
278.9,0.3159
279,0.3159
279.1,0.3159
279.2,0.3159
279.3,0.3159
279.4,0.3159
279.5,0.3159
279.6,0.3159
279.7,0.3159
279.8,0.3159
279.9,0.3159
280,0.3159
280.1,0.3159
280.2,0.3159
280.3,0.3159
280.4,0.3159
280.5,0.3159
280.6,0.3159
280.7,0.3159
280.8,0.3159
280.9,0.3159
281,0.3159
281.1,0.3159
281.2,0.3159
281.3,0.3159
281.4,0.3159
281.5,0.3159
281.6,0.3159
281.7,0.3159
281.8,0.3159
281.9,0.3159
282,0.3159
282.1,0.3159
282.2,0.3159
282.3,0.3159
282.4,0.3159
282.5,0.3159
282.6,0.3159
282.7,0.3159
282.8,0.3159
282.9,0.3159
283,0.3159
283.1,0.3159
283.2,0.3159
283.3,0.3159
283.4,0.3159
283.5,0.3159
283.6,0.3159
283.7,0.3159
283.8,0.3159
283.9,0.3159
284,0.3159
284.1,0.3159
284.2,0.3159
284.3,0.3159
284.4,0.3159
284.5,0.3159
284.6,0.3159
284.7,0.3159
284.8,0.3159
284.9,0.3159
285,1.8899
285.1,1.8899
285.2,1.8899
285.3,1.8899
285.4,1.8899
285.5,1.8899
285.6,1.8899
285.7,1.8899
285.8,1.8899
285.9,1.8899
286,1.8899
286.1,1.8899
286.2,1.8899
286.3,1.8899
286.4,1.8899
286.5,1.8899
286.6,1.8899
286.7,1.8899
286.8,1.8899
286.9,1.8899
287,1.8899
287.1,1.8899
287.2,1.8899
287.3,1.8899
287.4,1.8899
287.5,1.8899
287.6,1.8899
287.7,1.8899
287.8,1.8899
287.9,1.8899
288,1.8899
288.1,1.8899
288.2,1.8899
288.3,1.8899
288.4,1.8899
288.5,1.8899
288.6,1.8899
288.7,1.8899
288.8,1.8899
288.9,1.8899
289,1.8899
289.1,1.8899
289.2,1.8899
289.3,1.8899
289.4,1.8899
289.5,1.8899
289.6,1.8899
289.7,1.8899
289.8,1.8899
289.9,1.8899
290,1.8899
290.1,1.8899
290.2,1.8899
290.3,1.8899
290.4,1.8899
290.5,1.8899
290.6,1.8899
290.7,1.8899
290.8,1.8899
290.9,1.8899
291,1.8899
291.1,1.8899
291.2,1.8899
291.3,1.8899
291.4,1.8899
291.5,1.8899
291.6,1.8899
291.7,1.8899
291.8,1.8899
291.9,1.8899
292,1.8899
292.1,1.8899
292.2,1.8899
292.3,1.8899
292.4,1.8899
292.5,1.8899
292.6,1.8899
292.7,1.8899
292.8,1.8899
292.9,1.8899
293,1.8899
293.1,1.8899
293.2,1.8899
293.3,1.8899
293.4,1.8899
293.5,1.8899
293.6,1.8899
293.7,1.8899
293.8,1.8899
293.9,1.8899
294,1.8899
294.1,1.8899
294.2,1.8899
294.3,1.8899
294.4,1.8899
294.5,1.8899
294.6,1.8899
294.7,1.8899
294.8,1.8899
294.9,1.8899
295,1.8899
295.1,1.8899
295.2,1.8899
295.3,1.8899
295.4,1.8899
295.5,1.8899
295.6,1.8899
295.7,1.8899
295.8,1.8899
295.9,1.8899
296,1.8899
296.1,1.8899
296.2,1.8899
296.3,1.8899
296.4,1.8899
296.5,1.8899
296.6,1.8899
296.7,1.8899
296.8,1.8899
296.9,1.8899
297,1.8899
297.1,1.8899
297.2,1.8899
297.3,1.8899
297.4,1.8899
297.5,1.8899
297.6,1.8899
297.7,1.8899
297.8,1.8899
297.9,1.8899
298,1.8899
298.1,1.8899
298.2,1.8899
298.3,1.8899
298.4,1.8899
298.5,1.8899
298.6,1.8899
298.7,1.8899
298.8,1.8899
298.9,1.8899
299,1.8899
299.1,1.8899
299.2,1.8899
299.3,1.8899
299.4,1.8899
299.5,1.8899
299.6,1.8899
299.7,1.8899
299.8,1.8899
299.9,1.8899
300,-1.8314
300.1,-1.8314
300.2,-1.8314
300.3,-1.8314
300.4,-1.8314
300.5,-1.8314
300.6,-1.8314
300.7,-1.8314
300.8,-1.8314
300.9,-1.8314
301,-1.8314
301.1,-1.8314
301.2,-1.8314
301.3,-1.8314
301.4,-1.8314
301.5,-1.8314
301.6,-1.8314
301.7,-1.8314
301.8,-1.8314
301.9,-1.8314
302,-1.8314
302.1,-1.8314
302.2,-1.8314
302.3,-1.8314
302.4,-1.8314
302.5,-1.8314
302.6,-1.8314
302.7,-1.8314
302.8,-1.8314
302.9,-1.8314
303,-1.8314
303.1,-1.8314
303.2,-1.8314
303.3,-1.8314
303.4,-1.8314
303.5,-1.8314
303.6,-1.8314
303.7,-1.8314
303.8,-1.8314
303.9,-1.8314
304,-1.8314
304.1,-1.8314
304.2,-1.8314
304.3,-1.8314
304.4,-1.8314
304.5,-1.8314
304.6,-1.8314
304.7,-1.8314
304.8,-1.8314
304.9,-1.8314
305,-1.8314
305.1,-1.8314
305.2,-1.8314
305.3,-1.8314
305.4,-1.8314
305.5,-1.8314
305.6,-1.8314
305.7,-1.8314
305.8,-1.8314
305.9,-1.8314
306,-1.8314
306.1,-1.8314
306.2,-1.8314
306.3,-1.8314
306.4,-1.8314
306.5,-1.8314
306.6,-1.8314
306.7,-1.8314
306.8,-1.8314
306.9,-1.8314
307,-1.8314
307.1,-1.8314
307.2,-1.8314
307.3,-1.8314
307.4,-1.8314
307.5,-1.8314
307.6,-1.8314
307.7,-1.8314
307.8,-1.8314
307.9,-1.8314
308,-1.8314
308.1,-1.8314
308.2,-1.8314
308.3,-1.8314
308.4,-1.8314
308.5,-1.8314
308.6,-1.8314
308.7,-1.8314
308.8,-1.8314
308.9,-1.8314
309,-1.8314
309.1,-1.8314
309.2,-1.8314
309.3,-1.8314
309.4,-1.8314
309.5,-1.8314
309.6,-1.8314
309.7,-1.8314
309.8,-1.8314
309.9,-1.8314
310,-1.8314
310.1,-1.8314
310.2,-1.8314
310.3,-1.8314
310.4,-1.8314
310.5,-1.8314
310.6,-1.8314
310.7,-1.8314
310.8,-1.8314
310.9,-1.8314
311,-1.8314
311.1,-1.8314
311.2,-1.8314
311.3,-1.8314
311.4,-1.8314
311.5,-1.8314
311.6,-1.8314
311.7,-1.8314
311.8,-1.8314
311.9,-1.8314
312,-1.8314
312.1,-1.8314
312.2,-1.8314
312.3,-1.8314
312.4,-1.8314
312.5,-1.8314
312.6,-1.8314
312.7,-1.8314
312.8,-1.8314
312.9,-1.8314
313,-1.8314
313.1,-1.8314
313.2,-1.8314
313.3,-1.8314
313.4,-1.8314
313.5,-1.8314
313.6,-1.8314
313.7,-1.8314
313.8,-1.8314
313.9,-1.8314
314,-1.8314
314.1,-1.8314
314.2,-1.8314
314.3,-1.8314
314.4,-1.8314
314.5,-1.8314
314.6,-1.8314
314.7,-1.8314
314.8,-1.8314
314.9,-1.8314
315,1.749
315.1,1.749
